year,state_from,state_population_same_one_year_plus,state_population_same_house_one_year,state_population_same_state_one_year,state_population_different_state_residence_one_year,state_to,migration,total_migration_population,pct_migrated
2011,Kansas,2833584,2372033,362782,83640,California,4743,98769,0.04802114023630896
2011,Kansas,2833584,2372033,362782,83640,Colorado,5030,98769,0.050926910265366665
2011,Kansas,2833584,2372033,362782,83640,Connecticut,412,98769,0.004171349310006176
2011,Kansas,2833584,2372033,362782,83640,Delaware,74,98769,7.492229343214977e-4
2011,Kansas,2833584,2372033,362782,83640,District of Columbia,128,98769,0.0012959531836912392
2011,Kansas,2833584,2372033,362782,83640,Florida,1581,98769,0.01600704674543632
2011,Kansas,2833584,2372033,362782,83640,Georgia,1146,98769,0.011602830847735626
2011,Kansas,2833584,2372033,362782,83640,Hawaii,287,98769,0.0029057700290577005
2011,Kansas,2833584,2372033,362782,83640,Idaho,264,98769,0.0026729034413631807
2011,Kansas,2833584,2372033,362782,83640,Illinois,2760,98769,0.027943990523342344
2011,Kansas,2833584,2372033,362782,83640,Indiana,863,98769,0.008737559355668277
2011,Kansas,2833584,2372033,362782,83640,Iowa,1715,98769,0.017363747734613088
2011,Kansas,2833584,2372033,362782,83640,Kansas,NA,98769,NA
2011,Kansas,2833584,2372033,362782,83640,Kentucky,1167,98769,0.01181544816693497
2011,Kansas,2833584,2372033,362782,83640,Louisiana,519,98769,0.005254685174498072
2011,Kansas,2833584,2372033,362782,83640,Maine,481,98769,0.004869949073089735
2011,Kansas,2833584,2372033,362782,83640,Maryland,3180,98769,0.032196336907329225
2011,Kansas,2833584,2372033,362782,83640,Massachusetts,28,98769,2.8348975893245854e-4
2011,Kansas,2833584,2372033,362782,83640,Michigan,1947,98769,0.01971266288005346
2011,Kansas,2833584,2372033,362782,83640,Minnesota,679,98769,0.00687462665411212
2011,Kansas,2833584,2372033,362782,83640,Mississippi,1517,98769,0.015359070153590702
2011,Kansas,2833584,2372033,362782,83640,Missouri,22033,98769,0.22307606637710212
2011,Kansas,2833584,2372033,362782,83640,Montana,270,98769,0.0027336512468487074
2011,Kansas,2833584,2372033,362782,83640,Nebraska,1648,98769,0.016685397240024703
2011,Kansas,2833584,2372033,362782,83640,Nevada,657,98769,0.0066518847006651885
2011,Kansas,2833584,2372033,362782,83640,New Hampshire,27,98769,2.7336512468487074e-4
2011,Kansas,2833584,2372033,362782,83640,New Jersey,1189,98769,0.012038190120381901
2011,Kansas,2833584,2372033,362782,83640,New Mexico,769,98769,0.007785843736395023
2011,Kansas,2833584,2372033,362782,83640,New York,780,98769,0.00789721471311849
2011,Kansas,2833584,2372033,362782,83640,North Carolina,1223,98769,0.012382427684799887
2011,Kansas,2833584,2372033,362782,83640,North Dakota,379,98769,0.0038372363798357782
2011,Kansas,2833584,2372033,362782,83640,Ohio,1616,98769,0.016361408944101895
2011,Kansas,2833584,2372033,362782,83640,Oklahoma,5022,98769,0.05084591319138596
2011,Kansas,2833584,2372033,362782,83640,Oregon,285,98769,0.0028855207605625248
2011,Kansas,2833584,2372033,362782,83640,Pennsylvania,1494,98769,0.015126203565896182
2011,Kansas,2833584,2372033,362782,83640,Rhode Island,180,98769,0.0018224341645658052
2011,Kansas,2833584,2372033,362782,83640,South Carolina,1102,98769,0.011157346940841762
2011,Kansas,2833584,2372033,362782,83640,South Dakota,104,98769,0.0010529619617491318
2011,Kansas,2833584,2372033,362782,83640,Tennessee,1066,98769,0.010792860107928601
2011,Kansas,2833584,2372033,362782,83640,Texas,6575,98769,0.06656947017788982
2011,Kansas,2833584,2372033,362782,83640,Utah,196,98769,0.00198442831252721
2011,Kansas,2833584,2372033,362782,83640,Vermont,0,98769,0
2011,Kansas,2833584,2372033,362782,83640,Virginia,1986,98769,0.02010752361570938
2011,Kansas,2833584,2372033,362782,83640,Washington,772,98769,0.007816217639137786
2011,Kansas,2833584,2372033,362782,83640,West Virginia,0,98769,0
2011,Kansas,2833584,2372033,362782,83640,Wisconsin,893,98769,0.00904129838309591
2011,Kansas,2833584,2372033,362782,83640,Wyoming,1285,98769,0.01301015500815033
2011,Kansas,2833584,2372033,362782,83640,Puerto Rico,775,98769,0.007846591541880549
2011,Kansas,2833584,2372033,362782,83640,U S Island Area,253,98769,0.0025615324646397148
2011,Kansas,2833584,2372033,362782,83640,Foreign Country,14101,98769,0.14276746752523564
2011,Kentucky,4316297,3686232,505741,110031,Alabama,925,124324,0.007440236800617741
2011,Kentucky,4316297,3686232,505741,110031,Alaska,0,124324,0
2011,Kentucky,4316297,3686232,505741,110031,Arizona,1818,124324,0.014623081625430327
2011,Kentucky,4316297,3686232,505741,110031,Arkansas,1058,124324,0.008510022200057914
2011,Kentucky,4316297,3686232,505741,110031,California,2130,124324,0.017132653389530583
2011,Kentucky,4316297,3686232,505741,110031,Colorado,221,124324,0.0017776133329043466
2011,Kentucky,4316297,3686232,505741,110031,Connecticut,176,124324,0.0014156558669283486
2011,Kentucky,4316297,3686232,505741,110031,Delaware,0,124324,0
2011,Kentucky,4316297,3686232,505741,110031,District of Columbia,201,124324,0.0016167433480261252
2011,Kentucky,4316297,3686232,505741,110031,Florida,7400,124324,0.059521894404941926
2011,Kentucky,4316297,3686232,505741,110031,Georgia,2725,124324,0.021918535439657667
2011,Kentucky,4316297,3686232,505741,110031,Hawaii,63,124324,5.067404523663975e-4
2011,Kentucky,4316297,3686232,505741,110031,Idaho,36,124324,2.8956597278079855e-4
2011,Kentucky,4316297,3686232,505741,110031,Illinois,4273,124324,0.03436987226923201
2011,Kentucky,4316297,3686232,505741,110031,Indiana,11071,124324,0.08904958012933947
2011,Kentucky,4316297,3686232,505741,110031,Iowa,536,124324,0.004311315594736334
2011,Kentucky,4316297,3686232,505741,110031,Kansas,253,124324,0.002035005308709501
2011,Kentucky,4316297,3686232,505741,110031,Kentucky,NA,124324,NA
2011,Kentucky,4316297,3686232,505741,110031,Louisiana,1399,124324,0.011252855442231589
2011,Kentucky,4316297,3686232,505741,110031,Maine,71,124324,5.71088446317686e-4
2011,Kentucky,4316297,3686232,505741,110031,Maryland,2076,124324,0.016698304430359384
2011,Kentucky,4316297,3686232,505741,110031,Massachusetts,1019,124324,0.008196325729545382
2011,Kentucky,4316297,3686232,505741,110031,Michigan,3178,124324,0.025562240597149385
2011,Kentucky,4316297,3686232,505741,110031,Minnesota,475,124324,0.003820662140857759
2011,Kentucky,4316297,3686232,505741,110031,Mississippi,1248,124324,0.010038287056401017
2011,Kentucky,4316297,3686232,505741,110031,Missouri,2793,124324,0.02246549338824362
2011,Kentucky,4316297,3686232,505741,110031,Montana,216,124324,0.0017373958366847914
2011,Kentucky,4316297,3686232,505741,110031,Nebraska,471,124324,0.0037884881438821146
2011,Kentucky,4316297,3686232,505741,110031,Nevada,1358,124324,0.010923071973231235
2011,Kentucky,4316297,3686232,505741,110031,New Hampshire,52,124324,4.182619606833757e-4
2011,Kentucky,4316297,3686232,505741,110031,New Jersey,1289,124324,0.01036807052540137
2011,Kentucky,4316297,3686232,505741,110031,New Mexico,553,124324,0.004448055081882822
2011,Kentucky,4316297,3686232,505741,110031,New York,2174,124324,0.01748656735626267
2011,Kentucky,4316297,3686232,505741,110031,North Carolina,3916,124324,0.03149834303915575
2011,Kentucky,4316297,3686232,505741,110031,North Dakota,117,124324,9.410894115375953e-4
2011,Kentucky,4316297,3686232,505741,110031,Ohio,19617,124324,0.1577893246678035
2011,Kentucky,4316297,3686232,505741,110031,Oklahoma,1256,124324,0.010102635050352306
2011,Kentucky,4316297,3686232,505741,110031,Oregon,459,124324,0.0036919661529551816
2011,Kentucky,4316297,3686232,505741,110031,Pennsylvania,1490,124324,0.011984813873427496
2011,Kentucky,4316297,3686232,505741,110031,Rhode Island,640,124324,0.005147839516103085
2011,Kentucky,4316297,3686232,505741,110031,South Carolina,1387,124324,0.011156333451304656
2011,Kentucky,4316297,3686232,505741,110031,South Dakota,0,124324,0
2011,Kentucky,4316297,3686232,505741,110031,Tennessee,16852,124324,0.13554904925838937
2011,Kentucky,4316297,3686232,505741,110031,Texas,4661,124324,0.0374907499758695
2011,Kentucky,4316297,3686232,505741,110031,Utah,140,124324,0.0011260898941475499
2011,Kentucky,4316297,3686232,505741,110031,Vermont,151,124324,0.0012145683858305718
2011,Kentucky,4316297,3686232,505741,110031,Virginia,5154,124324,0.04145619510311766
2011,Kentucky,4316297,3686232,505741,110031,Washington,1121,124324,0.00901676265242431
2011,Kentucky,4316297,3686232,505741,110031,West Virginia,1174,124324,0.009443068112351597
2011,Kentucky,4316297,3686232,505741,110031,Wisconsin,581,124324,0.004673273060712332
2011,Kentucky,4316297,3686232,505741,110031,Wyoming,57,124324,4.5847945690293104e-4
2011,Kentucky,4316297,3686232,505741,110031,Puerto Rico,192,124324,0.0015443518548309257
2011,Kentucky,4316297,3686232,505741,110031,U S Island Area,0,124324,0
2011,Kentucky,4316297,3686232,505741,110031,Foreign Country,14101,124324,0.11342138283839001
2011,Louisiana,4518629,3865118,538691,99138,Alabama,3065,114820,0.02669395575683679
2011,Louisiana,4518629,3865118,538691,99138,Alaska,288,114820,0.002508273819892005
2011,Louisiana,4518629,3865118,538691,99138,Arizona,2010,114820,0.017505661034662952
2011,Louisiana,4518629,3865118,538691,99138,Arkansas,2774,114820,0.02415955408465424
2011,Louisiana,4518629,3865118,538691,99138,California,3957,114820,0.034462637171224525
2011,Louisiana,4518629,3865118,538691,99138,Colorado,1202,114820,0.010468559484410382
2011,Louisiana,4518629,3865118,538691,99138,Connecticut,358,114820,0.0031179237066713116
2011,Louisiana,4518629,3865118,538691,99138,Delaware,0,114820,0
2011,Louisiana,4518629,3865118,538691,99138,District of Columbia,195,114820,0.0016983103988852117
2011,Louisiana,4518629,3865118,538691,99138,Florida,5193,114820,0.045227312314927715
2011,Louisiana,4518629,3865118,538691,99138,Georgia,4425,114820,0.038538582128549034
2011,Louisiana,4518629,3865118,538691,99138,Hawaii,688,114820,0.0059919874586309005
2011,Louisiana,4518629,3865118,538691,99138,Idaho,230,114820,0.002003135342274865
2011,Louisiana,4518629,3865118,538691,99138,Illinois,1189,114820,0.010355338791151367
2011,Louisiana,4518629,3865118,538691,99138,Indiana,1549,114820,0.013490681066016374
2011,Louisiana,4518629,3865118,538691,99138,Iowa,468,114820,0.004075944957324508
2011,Louisiana,4518629,3865118,538691,99138,Kansas,312,114820,0.0027172966382163384
2011,Louisiana,4518629,3865118,538691,99138,Kentucky,1520,114820,0.013238111827207804
2011,Louisiana,4518629,3865118,538691,99138,Louisiana,NA,114820,NA
2011,Louisiana,4518629,3865118,538691,99138,Maine,120,114820,0.0010451140916216688
2011,Louisiana,4518629,3865118,538691,99138,Maryland,1221,114820,0.01063403588225048
2011,Louisiana,4518629,3865118,538691,99138,Massachusetts,439,114820,0.003823375718515938
2011,Louisiana,4518629,3865118,538691,99138,Michigan,1163,114820,0.010128897404633339
2011,Louisiana,4518629,3865118,538691,99138,Minnesota,698,114820,0.006079080299599373
2011,Louisiana,4518629,3865118,538691,99138,Mississippi,10255,114820,0.08931370841316844
2011,Louisiana,4518629,3865118,538691,99138,Missouri,1375,114820,0.011975265633164953
2011,Louisiana,4518629,3865118,538691,99138,Montana,278,114820,0.0024211809789235323
2011,Louisiana,4518629,3865118,538691,99138,Nebraska,176,114820,0.0015328340010451141
2011,Louisiana,4518629,3865118,538691,99138,Nevada,994,114820,0.008657028392266156
2011,Louisiana,4518629,3865118,538691,99138,New Hampshire,15,114820,1.306392614527086e-4
2011,Louisiana,4518629,3865118,538691,99138,New Jersey,453,114820,0.003945305695871799
2011,Louisiana,4518629,3865118,538691,99138,New Mexico,1028,114820,0.008953144051558962
2011,Louisiana,4518629,3865118,538691,99138,New York,1360,114820,0.011844626371712245
2011,Louisiana,4518629,3865118,538691,99138,North Carolina,2134,114820,0.018585612262672007
2011,Louisiana,4518629,3865118,538691,99138,North Dakota,277,114820,0.002412471694826685
2011,Louisiana,4518629,3865118,538691,99138,Ohio,2641,114820,0.02300121929977356
2011,Louisiana,4518629,3865118,538691,99138,Oklahoma,4235,114820,0.03688381815014806
2011,Louisiana,4518629,3865118,538691,99138,Oregon,1531,114820,0.013333913952273123
2011,Louisiana,4518629,3865118,538691,99138,Pennsylvania,455,114820,0.003962724264065494
2011,Louisiana,4518629,3865118,538691,99138,Rhode Island,268,114820,0.00233408813795506
2011,Louisiana,4518629,3865118,538691,99138,South Carolina,1573,114820,0.013699703884340707
2011,Louisiana,4518629,3865118,538691,99138,South Dakota,37,114820,3.2224351158334784e-4
2011,Louisiana,4518629,3865118,538691,99138,Tennessee,2495,114820,0.02172966382163386
2011,Louisiana,4518629,3865118,538691,99138,Texas,30292,114820,0.26382163386169655
2011,Louisiana,4518629,3865118,538691,99138,Utah,179,114820,0.0015589618533356558
2011,Louisiana,4518629,3865118,538691,99138,Vermont,87,114820,7.577077164257098e-4
2011,Louisiana,4518629,3865118,538691,99138,Virginia,2055,114820,0.017897578819021077
2011,Louisiana,4518629,3865118,538691,99138,Washington,1075,114820,0.009362480404110782
2011,Louisiana,4518629,3865118,538691,99138,West Virginia,110,114820,9.580212506531963e-4
2011,Louisiana,4518629,3865118,538691,99138,Wisconsin,339,114820,0.002952447308831214
2011,Louisiana,4518629,3865118,538691,99138,Wyoming,357,114820,0.0031092144225744645
2011,Louisiana,4518629,3865118,538691,99138,Puerto Rico,393,114820,0.003422748650060965
2011,Louisiana,4518629,3865118,538691,99138,U S Island Area,32,114820,2.7869709109911166e-4
2011,Louisiana,4518629,3865118,538691,99138,Foreign Country,15257,114820,0.13287754746559832
2011,Maine,1315833,1120364,157102,33818,Alabama,634,38367,0.016524617509839183
2011,Maine,1315833,1120364,157102,33818,Alaska,37,38367,9.643704224985013e-4
2011,Maine,1315833,1120364,157102,33818,Arizona,325,38367,0.008470821278703052
2011,Maine,1315833,1120364,157102,33818,Arkansas,38,38367,9.904344879714338e-4
2011,Maine,1315833,1120364,157102,33818,California,829,38367,0.021607110277061015
2011,Maine,1315833,1120364,157102,33818,Colorado,290,38367,0.007558578987150416
2011,Maine,1315833,1120364,157102,33818,Connecticut,2481,38367,0.06466494643834546
2011,Maine,1315833,1120364,157102,33818,Delaware,238,38367,0.0062032475825579275
2011,Maine,1315833,1120364,157102,33818,District of Columbia,239,38367,0.00622931164803086
2011,Maine,1315833,1120364,157102,33818,Florida,4304,38367,0.11217973779550135
2011,Maine,1315833,1120364,157102,33818,Georgia,507,38367,0.01321448119477676
2011,Maine,1315833,1120364,157102,33818,Hawaii,177,38367,0.004613339588709047
2011,Maine,1315833,1120364,157102,33818,Idaho,0,38367,0
2011,Maine,1315833,1120364,157102,33818,Illinois,675,38367,0.017593244194229415
2011,Maine,1315833,1120364,157102,33818,Indiana,164,38367,0.004274506737560925
2011,Maine,1315833,1120364,157102,33818,Iowa,275,38367,0.007167618005056429
2011,Maine,1315833,1120364,157102,33818,Kansas,523,38367,0.013631506242343681
2011,Maine,1315833,1120364,157102,33818,Kentucky,158,38367,0.00411812234472333
2011,Maine,1315833,1120364,157102,33818,Louisiana,138,38367,0.0035968410352646804
2011,Maine,1315833,1120364,157102,33818,Maine,NA,38367,NA
2011,Maine,1315833,1120364,157102,33818,Maryland,52,38367,0.0013553314045924884
2011,Maine,1315833,1120364,157102,33818,Massachusetts,4439,38367,0.11569838663434723
2011,Maine,1315833,1120364,157102,33818,Michigan,702,38367,0.018296973961998593
2011,Maine,1315833,1120364,157102,33818,Minnesota,296,38367,0.007714963379988011
2011,Maine,1315833,1120364,157102,33818,Mississippi,0,38367,0
2011,Maine,1315833,1120364,157102,33818,Missouri,325,38367,0.008470821278703052
2011,Maine,1315833,1120364,157102,33818,Montana,10,38367,2.6064065472932466e-4
2011,Maine,1315833,1120364,157102,33818,Nebraska,0,38367,0
2011,Maine,1315833,1120364,157102,33818,Nevada,150,38367,0.00390960982093987
2011,Maine,1315833,1120364,157102,33818,New Hampshire,4302,38367,0.11212760966455548
2011,Maine,1315833,1120364,157102,33818,New Jersey,694,38367,0.018088461438215134
2011,Maine,1315833,1120364,157102,33818,New Mexico,144,38367,0.003753225428102275
2011,Maine,1315833,1120364,157102,33818,New York,2589,38367,0.06747986550942216
2011,Maine,1315833,1120364,157102,33818,North Carolina,1439,38367,0.03750619021554982
2011,Maine,1315833,1120364,157102,33818,North Dakota,19,38367,4.952172439857169e-4
2011,Maine,1315833,1120364,157102,33818,Ohio,483,38367,0.012588943623426382
2011,Maine,1315833,1120364,157102,33818,Oklahoma,25,38367,6.516016368233117e-4
2011,Maine,1315833,1120364,157102,33818,Oregon,471,38367,0.012276174837751192
2011,Maine,1315833,1120364,157102,33818,Pennsylvania,915,38367,0.02384861990773321
2011,Maine,1315833,1120364,157102,33818,Rhode Island,234,38367,0.006098991320666197
2011,Maine,1315833,1120364,157102,33818,South Carolina,587,38367,0.015299606432611359
2011,Maine,1315833,1120364,157102,33818,South Dakota,42,38367,0.0010946907498631637
2011,Maine,1315833,1120364,157102,33818,Tennessee,394,38367,0.010269241796335392
2011,Maine,1315833,1120364,157102,33818,Texas,1637,38367,0.04266687517919045
2011,Maine,1315833,1120364,157102,33818,Utah,182,38367,0.004743659916073709
2011,Maine,1315833,1120364,157102,33818,Vermont,612,38367,0.01595120806943467
2011,Maine,1315833,1120364,157102,33818,Virginia,570,38367,0.014856517319571506
2011,Maine,1315833,1120364,157102,33818,Washington,88,38367,0.002293637761618057
2011,Maine,1315833,1120364,157102,33818,West Virginia,43,38367,0.0011207548153360962
2011,Maine,1315833,1120364,157102,33818,Wisconsin,321,38367,0.008366565016811323
2011,Maine,1315833,1120364,157102,33818,Wyoming,21,38367,5.473453749315818e-4
2011,Maine,1315833,1120364,157102,33818,Puerto Rico,65,38367,0.0016941642557406105
2011,Maine,1315833,1120364,157102,33818,U S Island Area,0,38367,0
2011,Maine,1315833,1120364,157102,33818,Foreign Country,4484,38367,0.11687126958062918
2011,Maryland,5759087,5008452,553895,153979,Alabama,228,196740,0.0011588899054589814
2011,Maryland,5759087,5008452,553895,153979,Alaska,671,196740,0.003410592660363932
2011,Maryland,5759087,5008452,553895,153979,Arizona,945,196740,0.004803293687099725
2011,Maryland,5759087,5008452,553895,153979,Arkansas,423,196740,0.0021500457456541627
2011,Maryland,5759087,5008452,553895,153979,California,8595,196740,0.04368709972552608
2011,Maryland,5759087,5008452,553895,153979,Colorado,1796,196740,0.009128799430720749
2011,Maryland,5759087,5008452,553895,153979,Connecticut,1608,196740,0.008173223543763342
2011,Maryland,5759087,5008452,553895,153979,Delaware,6652,196740,0.03381112127681204
2011,Maryland,5759087,5008452,553895,153979,District of Columbia,18492,196740,0.09399207075327844
2011,Maryland,5759087,5008452,553895,153979,Florida,7825,196740,0.039773304869370744
2011,Maryland,5759087,5008452,553895,153979,Georgia,7113,196740,0.036154315340042695
2011,Maryland,5759087,5008452,553895,153979,Hawaii,1170,196740,0.005946935041171089
2011,Maryland,5759087,5008452,553895,153979,Idaho,389,196740,0.0019772288299278237
2011,Maryland,5759087,5008452,553895,153979,Illinois,2392,196740,0.012158178306394226
2011,Maryland,5759087,5008452,553895,153979,Indiana,1318,196740,0.006699196909626919
2011,Maryland,5759087,5008452,553895,153979,Iowa,110,196740,5.591135508793331e-4
2011,Maryland,5759087,5008452,553895,153979,Kansas,689,196740,0.003502083968689641
2011,Maryland,5759087,5008452,553895,153979,Kentucky,848,196740,0.004310257192233404
2011,Maryland,5759087,5008452,553895,153979,Louisiana,860,196740,0.0043712513977838775
2011,Maryland,5759087,5008452,553895,153979,Maine,1526,196740,0.007756429805835113
2011,Maryland,5759087,5008452,553895,153979,Maryland,NA,196740,NA
2011,Maryland,5759087,5008452,553895,153979,Massachusetts,3470,196740,0.017637491105011692
2011,Maryland,5759087,5008452,553895,153979,Michigan,2077,196740,0.010557080410694317
2011,Maryland,5759087,5008452,553895,153979,Minnesota,810,196740,0.004117108874656907
2011,Maryland,5759087,5008452,553895,153979,Mississippi,1109,196740,0.005636881162956186
2011,Maryland,5759087,5008452,553895,153979,Missouri,1469,196740,0.007466707329470367
2011,Maryland,5759087,5008452,553895,153979,Montana,73,196740,3.710480837653756e-4
2011,Maryland,5759087,5008452,553895,153979,Nebraska,0,196740,0
2011,Maryland,5759087,5008452,553895,153979,Nevada,1105,196740,0.005616549761106028
2011,Maryland,5759087,5008452,553895,153979,New Hampshire,232,196740,0.001179221307309139
2011,Maryland,5759087,5008452,553895,153979,New Jersey,9627,196740,0.048932601402866725
2011,Maryland,5759087,5008452,553895,153979,New Mexico,797,196740,0.004051031818643896
2011,Maryland,5759087,5008452,553895,153979,New York,9222,196740,0.04687404696553828
2011,Maryland,5759087,5008452,553895,153979,North Carolina,6686,196740,0.03398393819253837
2011,Maryland,5759087,5008452,553895,153979,North Dakota,0,196740,0
2011,Maryland,5759087,5008452,553895,153979,Ohio,3396,196740,0.017261360170783776
2011,Maryland,5759087,5008452,553895,153979,Oklahoma,845,196740,0.0042950086408457865
2011,Maryland,5759087,5008452,553895,153979,Oregon,276,196740,0.0014028667276608723
2011,Maryland,5759087,5008452,553895,153979,Pennsylvania,14158,196740,0.07196299684863271
2011,Maryland,5759087,5008452,553895,153979,Rhode Island,197,196740,0.0010013215411202603
2011,Maryland,5759087,5008452,553895,153979,South Carolina,2882,196740,0.014648775033038528
2011,Maryland,5759087,5008452,553895,153979,South Dakota,0,196740,0
2011,Maryland,5759087,5008452,553895,153979,Tennessee,1942,196740,0.0098708955982515
2011,Maryland,5759087,5008452,553895,153979,Texas,3619,196740,0.01839483582393006
2011,Maryland,5759087,5008452,553895,153979,Utah,223,196740,0.0011334756531462843
2011,Maryland,5759087,5008452,553895,153979,Vermont,40,196740,2.033140185015757e-4
2011,Maryland,5759087,5008452,553895,153979,Virginia,22089,196740,0.11227508386703264
2011,Maryland,5759087,5008452,553895,153979,Washington,1525,196740,0.007751346955372573
2011,Maryland,5759087,5008452,553895,153979,West Virginia,2027,196740,0.010302937887567348
2011,Maryland,5759087,5008452,553895,153979,Wisconsin,353,196740,0.0017942462132764054
2011,Maryland,5759087,5008452,553895,153979,Wyoming,80,196740,4.066280370031514e-4
2011,Maryland,5759087,5008452,553895,153979,Puerto Rico,779,196740,0.003959540510318186
2011,Maryland,5759087,5008452,553895,153979,U S Island Area,133,196740,6.760191115177392e-4
2011,Maryland,5759087,5008452,553895,153979,Foreign Country,41849,196740,0.212712209006811
2011,Massachusetts,6515057,5658768,656441,139830,Alabama,1201,199848,0.006009567271126056
2011,Massachusetts,6515057,5658768,656441,139830,Alaska,225,199848,0.0011258556502942237
2011,Massachusetts,6515057,5658768,656441,139830,Arizona,1017,199848,0.005088867539329891
2011,Massachusetts,6515057,5658768,656441,139830,Arkansas,167,199848,8.356350826628238e-4
2011,Massachusetts,6515057,5658768,656441,139830,California,11556,199848,0.057823946199111326
2011,Massachusetts,6515057,5658768,656441,139830,Colorado,1388,199848,0.00694527841159281
2011,Massachusetts,6515057,5658768,656441,139830,Connecticut,9445,199848,0.04726091829790641
2011,Massachusetts,6515057,5658768,656441,139830,Delaware,399,199848,0.001996517353188423
2011,Massachusetts,6515057,5658768,656441,139830,District of Columbia,676,199848,0.0033825707537728676
2011,Massachusetts,6515057,5658768,656441,139830,Florida,11396,199848,0.05702333773667988
2011,Massachusetts,6515057,5658768,656441,139830,Georgia,3264,199848,0.016332412633601537
2011,Massachusetts,6515057,5658768,656441,139830,Hawaii,733,199848,0.0036677875185140707
2011,Massachusetts,6515057,5658768,656441,139830,Idaho,412,199848,0.0020615667907609783
2011,Massachusetts,6515057,5658768,656441,139830,Illinois,2991,199848,0.014966374444577879
2011,Massachusetts,6515057,5658768,656441,139830,Indiana,640,199848,0.0032024338497257917
2011,Massachusetts,6515057,5658768,656441,139830,Iowa,138,199848,6.905247988471238e-4
2011,Massachusetts,6515057,5658768,656441,139830,Kansas,969,199848,0.0048486850006004565
2011,Massachusetts,6515057,5658768,656441,139830,Kentucky,180,199848,9.006845202353789e-4
2011,Massachusetts,6515057,5658768,656441,139830,Louisiana,977,199848,0.004888715423722029
2011,Massachusetts,6515057,5658768,656441,139830,Maine,4006,199848,0.020045234378127375
2011,Massachusetts,6515057,5658768,656441,139830,Maryland,2762,199848,0.01382050358272287
2011,Massachusetts,6515057,5658768,656441,139830,Massachusetts,NA,199848,NA
2011,Massachusetts,6515057,5658768,656441,139830,Michigan,2629,199848,0.013154997798326728
2011,Massachusetts,6515057,5658768,656441,139830,Minnesota,862,199848,0.004313278091349426
2011,Massachusetts,6515057,5658768,656441,139830,Mississippi,356,199848,0.0017813538289099715
2011,Massachusetts,6515057,5658768,656441,139830,Missouri,1261,199848,0.006309795444537848
2011,Massachusetts,6515057,5658768,656441,139830,Montana,596,199848,0.0029822665225571433
2011,Massachusetts,6515057,5658768,656441,139830,Nebraska,637,199848,0.003187422441055202
2011,Massachusetts,6515057,5658768,656441,139830,Nevada,163,199848,8.156198711020376e-4
2011,Massachusetts,6515057,5658768,656441,139830,New Hampshire,12010,199848,0.06009567271126056
2011,Massachusetts,6515057,5658768,656441,139830,New Jersey,8332,199848,0.04169168568111765
2011,Massachusetts,6515057,5658768,656441,139830,New Mexico,199,199848,9.957567751491133e-4
2011,Massachusetts,6515057,5658768,656441,139830,New York,19431,199848,0.09722889395940915
2011,Massachusetts,6515057,5658768,656441,139830,North Carolina,3964,199848,0.019835074656739123
2011,Massachusetts,6515057,5658768,656441,139830,North Dakota,61,199848,3.052319763019895e-4
2011,Massachusetts,6515057,5658768,656441,139830,Ohio,1757,199848,0.008791681678075338
2011,Massachusetts,6515057,5658768,656441,139830,Oklahoma,90,199848,4.5034226011768944e-4
2011,Massachusetts,6515057,5658768,656441,139830,Oregon,178,199848,8.906769144549858e-4
2011,Massachusetts,6515057,5658768,656441,139830,Pennsylvania,6538,199848,0.03271486329610504
2011,Massachusetts,6515057,5658768,656441,139830,Rhode Island,10182,199848,0.050948721027981266
2011,Massachusetts,6515057,5658768,656441,139830,South Carolina,1621,199848,0.008111164485008607
2011,Massachusetts,6515057,5658768,656441,139830,South Dakota,44,199848,2.2016732716864817e-4
2011,Massachusetts,6515057,5658768,656441,139830,Tennessee,371,199848,0.0018564108722629198
2011,Massachusetts,6515057,5658768,656441,139830,Texas,5203,199848,0.026034786437692647
2011,Massachusetts,6515057,5658768,656441,139830,Utah,548,199848,0.002742083983827709
2011,Massachusetts,6515057,5658768,656441,139830,Vermont,2246,199848,0.01123854129138145
2011,Massachusetts,6515057,5658768,656441,139830,Virginia,2984,199848,0.014931347824346504
2011,Massachusetts,6515057,5658768,656441,139830,Washington,1673,199848,0.008371362235298828
2011,Massachusetts,6515057,5658768,656441,139830,West Virginia,911,199848,0.004558464432969056
2011,Massachusetts,6515057,5658768,656441,139830,Wisconsin,441,199848,0.0022066770745766784
2011,Massachusetts,6515057,5658768,656441,139830,Wyoming,0,199848,0
2011,Massachusetts,6515057,5658768,656441,139830,Puerto Rico,4413,199848,0.022081782154437374
2011,Massachusetts,6515057,5658768,656441,139830,U S Island Area,294,199848,0.0014711180497177854
2011,Massachusetts,6515057,5658768,656441,139830,Foreign Country,55311,199848,0.2767653416596613
2011,Michigan,9766574,8340767,1242917,139158,Alabama,3527,182890,0.01928481600962327
2011,Michigan,9766574,8340767,1242917,139158,Alaska,3456,182890,0.018896604516375964
2011,Michigan,9766574,8340767,1242917,139158,Arizona,3840,182890,0.020996227240417737
2011,Michigan,9766574,8340767,1242917,139158,Arkansas,2054,182890,0.01123079446661928
2011,Michigan,9766574,8340767,1242917,139158,California,7793,182890,0.04261031220952485
2011,Michigan,9766574,8340767,1242917,139158,Colorado,3425,182890,0.018727103723549673
2011,Michigan,9766574,8340767,1242917,139158,Connecticut,1656,182890,0.009054622997430149
2011,Michigan,9766574,8340767,1242917,139158,Delaware,0,182890,0
